呾楊靡備,珆尨靡備,翹秶坰竘,隙溫坰竘,翹秶偌瑩ID,隙溫偌瑩ID,翹秶偌瑩奀潔(ms),隙溫偌瑩奀潔(ms),橈勤晊奀(ms),呾楊す歙晊奀(ms),眈勤晊奀(ms)
smc_11-21-秞論聆彸smc,smc,135,135,45,45,14617,14631,14,14.653982300884946,-0.653982301
smc_11-21-秞論聆彸smc,smc,136,136,56,56,14745.6,14760.2,14.6,14.653982300884946,-0.053982301
smc_11-21-秞論聆彸smc,smc,137,137,44,44,14753.6,14767.8,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,138,138,42,42,14885.4,14903.2,17.8,14.653982300884946,3.1460176991150544
smc_11-21-秞論聆彸smc,smc,139,139,54,54,14892.2,14905,12.8,14.653982300884946,-1.853982301
smc_11-21-秞論聆彸smc,smc,140,141,40,40,15021.9,15040.3,18.4,14.653982300884946,3.7460176991150522
smc_11-21-秞論聆彸smc,smc,141,140,52,52,15023.2,15039.4,16.2,14.653982300884946,1.546017699115053
smc_11-21-秞論聆彸smc,smc,142,142,54,54,15151.4,15163.4,12,14.653982300884946,-2.653982301
smc_11-21-秞論聆彸smc,smc,143,143,39,39,15169.7,15183.9,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,144,144,37,37,15292.1,15309.2,17.1,14.653982300884946,2.446017699115055
smc_11-21-秞論聆彸smc,smc,145,145,56,56,15295.2,15310.2,15,14.653982300884946,0.34601769911505365
smc_11-21-秞論聆彸smc,smc,146,146,57,57,15421.6,15436.8,15.2,14.653982300884946,0.5460176991150529
smc_11-21-秞論聆彸smc,smc,147,147,35,35,15422.3,15438.9,16.6,14.653982300884946,1.946017699115055
smc_11-21-秞論聆彸smc,smc,148,148,59,59,15558.6,15569.8,11.2,14.653982300884946,-3.453982301
smc_11-21-秞論聆彸smc,smc,149,149,33,33,15562.9,15577.1,14.2,14.653982300884946,-0.453982301
smc_11-21-秞論聆彸smc,smc,150,150,32,32,15683.1,15697.5,14.4,14.653982300884946,-0.253982301
smc_11-21-秞論聆彸smc,smc,151,151,61,61,15687.4,15699.8,12.4,14.653982300884946,-2.253982301
smc_11-21-秞論聆彸smc,smc,152,152,30,30,15805.1,15822.5,17.4,14.653982300884946,2.7460176991150522
smc_11-21-秞論聆彸smc,smc,153,153,63,63,15817.6,15834,16.4,14.653982300884946,1.7460176991150522
smc_11-21-秞論聆彸smc,smc,154,154,28,28,15933.9,15947.7,13.8,14.653982300884946,-0.853982301
smc_11-21-秞論聆彸smc,smc,155,155,64,64,15941.4,15957.4,16,14.653982300884946,1.3460176991150536
smc_11-21-秞論聆彸smc,smc,156,156,66,66,16055.7,16067.2,11.5,14.653982300884946,-3.153982301
