算法名称,显示名称,录制索引,回放索引,录制按键ID,回放按键ID,录制按键时间(ms),回放按键时间(ms),绝对延时(ms),算法平均延时(ms),相对延时(ms)
smc_11-21-叙4smc,smc,127,128,54,54,18353.8,18373.2,19.4,20.035148514851482,-0.6351485148514833
smc_11-21-叙4smc,smc,128,129,47,47,18605.4,18624.6,19.2,20.035148514851482,-0.8351485148514826
smc_11-21-叙4smc,smc,129,131,51,51,18610.6,18639.8,29.2,20.035148514851482,9.164851485148517
smc_11-21-叙4smc,smc,130,130,35,35,18616.1,18634.5,18.4,20.035148514851482,-1.6351485148514833
smc_11-21-叙4smc,smc,131,132,32,32,18898.1,18920.7,22.6,20.035148514851482,2.5648514851485196
smc_11-21-叙4smc,smc,132,133,52,52,18913.2,18933.0,19.8,20.035148514851482,-0.23514851485148114
smc_11-21-叙4smc,smc,133,134,40,40,18918.3,18941.5,23.2,20.035148514851482,3.1648514851485174
smc_11-21-叙4smc,smc,134,135,35,35,19127.7,19144.7,17.0,20.035148514851482,-3.035148514851482
smc_11-21-叙4smc,smc,135,136,47,47,19157.4,19201.4,44.0,20.035148514851482,23.964851485148518
smc_11-21-叙4smc,smc,136,137,28,28,19613.3,19631.7,18.4,20.035148514851482,-1.6351485148514833
smc_11-21-叙4smc,smc,137,138,44,44,19624.0,19641.4,17.4,20.035148514851482,-2.6351485148514833
smc_11-21-叙4smc,smc,138,139,56,56,19626.4,19646.4,20.0,20.035148514851482,-0.03514851485148185
smc_11-21-叙4smc,smc,139,140,35,35,19955.7,19979.3,23.6,20.035148514851482,3.5648514851485196
smc_11-21-叙4smc,smc,140,141,47,47,19966.2,19989.4,23.2,20.035148514851482,3.1648514851485174
smc_11-21-叙4smc,smc,141,142,52,52,19969.8,19991.0,21.2,20.035148514851482,1.1648514851485174
smc_11-21-叙4smc,smc,142,143,44,44,20175.2,20191.6,16.4,20.035148514851482,-3.6351485148514833
smc_11-21-叙4smc,smc,143,144,40,40,20239.3,20262.1,22.8,20.035148514851482,2.764851485148519
smc_11-21-叙4smc,smc,144,145,37,37,20478.7,20497.3,18.6,20.035148514851482,-1.4351485148514804
smc_11-21-叙4smc,smc,145,146,45,45,20490.8,20509.2,18.4,20.035148514851482,-1.6351485148514833
smc_11-21-叙4smc,smc,146,147,52,52,20503.6,20525.6,22.0,20.035148514851482,1.9648514851485182
smc_11-21-叙4smc,smc,147,148,35,35,20743.9,20761.7,17.8,20.035148514851482,-2.235148514851481
smc_11-21-叙4smc,smc,148,149,44,44,20752.0,20767.8,15.8,20.035148514851482,-4.235148514851481
smc_11-21-叙4smc,smc,149,150,52,52,20937.4,20969.8,32.4,20.035148514851482,12.364851485148517
smc_11-21-叙4smc,smc,150,151,47,47,20975.8,20994.8,19.0,20.035148514851482,-1.0351485148514818
smc_11-21-叙4smc,smc,151,152,56,56,21219.2,21238.8,19.6,20.035148514851482,-0.43514851485148043
smc_11-21-叙4smc,smc,152,153,44,44,21220.4,21252.4,32.0,20.035148514851482,11.964851485148518
smc_11-21-叙4smc,smc,153,154,23,23,21254.1,21272.9,18.8,20.035148514851482,-1.2351485148514811
smc_11-21-叙4smc,smc,154,155,35,35,21510.9,21537.3,26.4,20.035148514851482,6.364851485148517
smc_11-21-叙4smc,smc,155,156,47,47,21529.2,21547.2,18.0,20.035148514851482,-2.035148514851482
smc_11-21-叙4smc,smc,156,157,51,51,21536.4,21560.2,23.8,20.035148514851482,3.764851485148519
smc_11-21-叙4smc,smc,157,158,33,33,21790.3,21815.9,25.6,20.035148514851482,5.56485148514852
smc_11-21-叙4smc,smc,158,159,42,42,21795.6,21816.8,21.2,20.035148514851482,1.1648514851485174
smc_11-21-叙4smc,smc,159,161,39,39,21797.9,21823.1,25.2,20.035148514851482,5.164851485148517
smc_11-21-叙4smc,smc,160,160,54,54,21803.2,21822.2,19.0,20.035148514851482,-1.0351485148514818
smc_11-21-叙4smc,smc,161,162,51,51,22044.0,22060.8,16.8,20.035148514851482,-3.235148514851481
smc_11-21-叙4smc,smc,162,163,47,47,22067.8,22086.2,18.4,20.035148514851482,-1.6351485148514833
smc_11-21-叙4smc,smc,163,164,35,35,22068.7,22090.3,21.6,20.035148514851482,1.5648514851485196
smc_11-21-叙4smc,smc,164,165,52,52,22356.6,22376.0,19.4,20.035148514851482,-0.6351485148514833
smc_11-21-叙4smc,smc,165,166,32,32,22356.7,22376.1,19.4,20.035148514851482,-0.6351485148514833
smc_11-21-叙4smc,smc,166,167,40,40,22366.9,22388.5,21.6,20.035148514851482,1.5648514851485196
smc_11-21-叙4smc,smc,167,168,35,35,22605.7,22614.5,8.8,20.035148514851482,-11.235148514851481
smc_11-21-叙4smc,smc,168,169,47,47,22620.4,22650.8,30.4,20.035148514851482,10.364851485148517
smc_11-21-叙4smc,smc,169,170,28,28,23105.5,23123.1,17.6,20.035148514851482,-2.4351485148514804
smc_11-21-叙4smc,smc,170,171,56,56,23122.0,23142.2,20.2,20.035148514851482,0.16485148514851744
smc_11-21-叙4smc,smc,171,172,44,44,23128.4,23146.4,18.0,20.035148514851482,-2.035148514851482
smc_11-21-叙4smc,smc,172,173,35,35,23358.9,23377.3,18.4,20.035148514851482,-1.6351485148514833
smc_11-21-叙4smc,smc,173,174,47,47,23398.0,23443.4,45.4,20.035148514851482,25.364851485148517
smc_11-21-叙4smc,smc,174,175,52,52,23469.4,23489.4,20.0,20.035148514851482,-0.03514851485148185
